region,year,month,variable,value
LIMA,2016,Dec,pr,1.5246248
LIMA,2016,Dec,tmmx,25.515417210000003
LIMA,2017,Jan,pr,19.0302159
LIMA,2017,Jan,tmmx,27.07573791
LIMA,2017,Feb,pr,13.3449311
LIMA,2017,Feb,tmmx,29.3481973
LIMA,2017,Mar,pr,10.3428357
LIMA,2017,Mar,tmmx,28.74302977
LIMA,2017,Apr,pr,1.2569549
LIMA,2017,Apr,tmmx,25.381470320000002
LIMA,2017,May,pr,0.6449043
LIMA,2017,May,tmmx,22.133962600000004
LIMA,2017,Jun,pr,2.3977596
LIMA,2017,Jun,tmmx,20.74396502
LIMA,2017,Jul,pr,3.0248074
LIMA,2017,Jul,tmmx,20.189168520000003
LIMA,2017,Aug,pr,1.9908113
LIMA,2017,Aug,tmmx,20.678162810000003
LIMA,2017,Sep,pr,1.7718461
LIMA,2017,Sep,tmmx,22.32538889
LIMA,2017,Oct,pr,1.1577684
LIMA,2017,Oct,tmmx,23.98553159
LIMA,2017,Nov,pr,0.562205
LIMA,2017,Nov,tmmx,24.9684788
LIMA,2017,Dec,pr,1.1561414
LIMA,2017,Dec,tmmx,26.743081860000004
LIMA,2018,Jan,pr,4.4621755
LIMA,2018,Jan,tmmx,25.36198123
LIMA,2018,Feb,pr,6.9242865
LIMA,2018,Feb,tmmx,26.17207104
LIMA,2018,Mar,pr,6.1347733
LIMA,2018,Mar,tmmx,26.147509600000003
LIMA,2018,Apr,pr,2.2989919
LIMA,2018,Apr,tmmx,24.793051520000002
LIMA,2018,May,pr,2.6609754
LIMA,2018,May,tmmx,21.83982294
LIMA,2018,Jun,pr,552.3719669
LIMA,2018,Jun,tmmx,19.59797568
LIMA,2018,Jul,pr,31.9721642
LIMA,2018,Jul,tmmx,19.124020990000002
LIMA,2018,Aug,pr,67.2416127
LIMA,2018,Aug,tmmx,18.96269351
LIMA,2018,Sep,pr,235.3337866
LIMA,2018,Sep,tmmx,19.77872204
LIMA,2018,Oct,pr,9.0720649
LIMA,2018,Oct,tmmx,20.728259050000002
LIMA,2018,Nov,pr,0.8612103
LIMA,2018,Nov,tmmx,22.92903254
LIMA,2018,Dec,pr,1.6187183
LIMA,2018,Dec,tmmx,25.42384595
LIMA,2019,Jan,pr,10.3092625
LIMA,2019,Jan,tmmx,27.055846380000006
LIMA,2019,Feb,pr,21.2267431
LIMA,2019,Feb,tmmx,28.695654150000003
LIMA,2019,Mar,pr,11.1022834
LIMA,2019,Mar,tmmx,27.768067230000003
LIMA,2019,Apr,pr,2.1854592
LIMA,2019,Apr,tmmx,26.120135720000004
LIMA,2019,May,pr,0.7374419
LIMA,2019,May,tmmx,22.962610280000003
LIMA,2019,Jun,pr,1.7964843
LIMA,2019,Jun,tmmx,20.781382800000003
LIMA,2019,Jul,pr,2.4618211
LIMA,2019,Jul,tmmx,19.662747870000004
LIMA,2019,Aug,pr,1.4766612
LIMA,2019,Aug,tmmx,19.742109830000004
LIMA,2019,Sep,pr,3.1088195
LIMA,2019,Sep,tmmx,20.28597256
LIMA,2019,Oct,pr,0.9432948
LIMA,2019,Oct,tmmx,21.84925806
LIMA,2019,Nov,pr,0.5311877
LIMA,2019,Nov,tmmx,23.64148401
LIMA,2019,Dec,pr,2.2302091
LIMA,2019,Dec,tmmx,25.62356311
LIMA,2020,Jan,pr,3.1986683
LIMA,2020,Jan,tmmx,26.595208470000003
LIMA,2020,Feb,pr,8.0911912
LIMA,2020,Feb,tmmx,27.67909254
LIMA,2020,Mar,pr,8.8382836
LIMA,2020,Mar,tmmx,27.662528120000005
LIMA,2020,Apr,pr,0.9970575
LIMA,2020,Apr,tmmx,26.12455809
LIMA,2020,May,pr,0.1142146
LIMA,2020,May,tmmx,23.29213467
LIMA,2020,Jun,pr,0.2037117
LIMA,2020,Jun,tmmx,20.538276240000002
LIMA,2020,Jul,pr,0.2949029
LIMA,2020,Jul,tmmx,19.387741430000002
LIMA,2020,Aug,pr,0.651337
LIMA,2020,Aug,tmmx,19.431679600000002
LIMA,2020,Sep,pr,1.3962937
LIMA,2020,Sep,tmmx,20.08427323
LIMA,2020,Oct,pr,1.1948788
LIMA,2020,Oct,tmmx,21.74576744
LIMA,2020,Nov,pr,0.3849075
LIMA,2020,Nov,tmmx,22.57086396
LIMA,2020,Dec,pr,3.6654536
LIMA,2020,Dec,tmmx,24.318386580000002
